timestamp,energy_consumption
2023-04-19,120.02
2023-04-20,107.54
2023-04-21,118.69
2023-04-22,102.05
2023-04-23,98.24
2023-04-24,110.32
2023-04-25,118.25
2023-04-26,115.58
2023-04-27,119.72
2023-04-28,119.0
2023-04-29,111.23
2023-04-30,102.35
2023-05-01,114.76
2023-05-02,121.09
2023-05-03,121.61
2023-05-04,127.63
2023-05-05,125.32
2023-05-06,107.24
2023-05-07,113.07
2023-05-08,116.12
2023-05-09,119.16
2023-05-10,118.02
2023-05-11,121.0
2023-05-12,116.35
2023-05-13,110.7
2023-05-14,106.69
2023-05-15,116.73
2023-05-16,119.28
2023-05-17,126.19
2023-05-18,129.08
2023-05-19,135.13
2023-05-20,123.98
2023-05-21,111.73
2023-05-22,120.96
2023-05-23,115.49
2023-05-24,127.73
2023-05-25,122.56
2023-05-26,124.78
2023-05-27,108.02
2023-05-28,110.6
2023-05-29,132.85
2023-05-30,128.51
2023-05-31,127.14
2023-06-01,122.95
2023-06-02,119.95
2023-06-03,110.09
2023-06-04,112.43
2023-06-05,137.72
2023-06-06,129.71
2023-06-07,134.14
2023-06-08,126.9
2023-06-09,123.63
2023-06-10,108.88
2023-06-11,110.23
2023-06-12,140.64
2023-06-13,126.02
2023-06-14,134.45
2023-06-15,125.87
2023-06-16,135.17
2023-06-17,116.55
2023-06-18,113.95
2023-06-19,130.63
2023-06-20,127.66
2023-06-21,133.25
2023-06-22,128.83
2023-06-23,125.06
2023-06-24,108.87
2023-06-25,116.19
2023-06-26,139.29
2023-06-27,132.25
2023-06-28,130.9
2023-06-29,132.97
2023-06-30,138.11
2023-07-01,116.71
2023-07-02,113.58
2023-07-03,137.19
2023-07-04,133.82
2023-07-05,139.36
2023-07-06,132.6
2023-07-07,125.56
2023-07-08,108.83
2023-07-09,123.91
2023-07-10,140.26
2023-07-11,130.72
2023-07-12,129.66
2023-07-13,138.85
2023-07-14,125.96
2023-07-15,110.97
2023-07-16,118.61
2023-07-17,129.36
2023-07-18,131.24
2023-07-19,130.37
2023-07-20,132.8
2023-07-21,138.07
2023-07-22,115.39
2023-07-23,118.06
2023-07-24,120.49
2023-07-25,130.39
2023-07-26,126.31
2023-07-27,124.31
2023-07-28,125.89
2023-07-29,112.49
2023-07-30,118.6
2023-07-31,123.25
2023-08-01,129.89
2023-08-02,127.17
2023-08-03,127.8
2023-08-04,134.29
2023-08-05,115.8
2023-08-06,119.63
2023-08-07,128.0
2023-08-08,125.11
2023-08-09,127.29
2023-08-10,129.43
2023-08-11,128.91
2023-08-12,106.4
2023-08-13,112.08
2023-08-14,128.56
2023-08-15,139.79
2023-08-16,136.37
2023-08-17,122.5
2023-08-18,125.11
2023-08-19,103.0
2023-08-20,107.13
2023-08-21,127.43
2023-08-22,131.64
2023-08-23,121.72
2023-08-24,121.85
2023-08-25,114.13
2023-08-26,107.8
2023-08-27,103.04
2023-08-28,121.44
2023-08-29,119.44
2023-08-30,123.08
2023-08-31,114.49
2023-09-01,115.67
2023-09-02,117.38
2023-09-03,100.01
2023-09-04,116.68
2023-09-05,131.06
2023-09-06,136.12
2023-09-07,115.44
2023-09-08,119.16
2023-09-09,106.42
2023-09-10,113.05
2023-09-11,115.17
2023-09-12,118.58
2023-09-13,123.39
2023-09-14,121.37
2023-09-15,117.0
2023-09-16,101.91
2023-09-17,95.39
2023-09-18,116.76
2023-09-19,116.3
2023-09-20,118.48
2023-09-21,114.22
2023-09-22,119.04
2023-09-23,105.43
2023-09-24,100.82
2023-09-25,117.48
2023-09-26,115.67
2023-09-27,115.08
2023-09-28,111.15
2023-09-29,116.01
2023-09-30,97.62
2023-10-01,108.25
2023-10-02,121.33
2023-10-03,115.06
2023-10-04,109.0
2023-10-05,106.92
2023-10-06,118.12
2023-10-07,97.15
2023-10-08,97.92
2023-10-09,102.47
2023-10-10,115.51
2023-10-11,112.83
2023-10-12,104.68
2023-10-13,107.56
2023-10-14,94.92
2023-10-15,93.55
2023-10-16,107.51
2023-10-17,108.14
2023-10-18,107.08
2023-10-19,108.8
2023-10-20,115.08
2023-10-21,78.59
2023-10-22,89.93
2023-10-23,107.69
2023-10-24,107.99
2023-10-25,104.35
2023-10-26,97.13
2023-10-27,107.26
2023-10-28,97.97
2023-10-29,81.37
2023-10-30,109.07
2023-10-31,102.83
2023-11-01,103.89
2023-11-02,98.65
2023-11-03,101.97
2023-11-04,93.87
2023-11-05,90.01
2023-11-06,111.5
2023-11-07,108.46
2023-11-08,104.51
2023-11-09,110.78
2023-11-10,104.0
2023-11-11,89.7
2023-11-12,83.84
2023-11-13,101.41
2023-11-14,97.36
2023-11-15,105.56
2023-11-16,94.49
2023-11-17,104.07
2023-11-18,82.99
2023-11-19,89.58
2023-11-20,103.27
2023-11-21,108.41
2023-11-22,102.76
2023-11-23,91.05
2023-11-24,98.38
2023-11-25,76.67
2023-11-26,79.75
2023-11-27,105.72
2023-11-28,101.18
2023-11-29,94.33
2023-11-30,92.59
2023-12-01,97.66
2023-12-02,75.26
2023-12-03,77.84
2023-12-04,98.62
2023-12-05,102.69
2023-12-06,99.83
2023-12-07,85.2
2023-12-08,98.06
2023-12-09,80.78
2023-12-10,82.38
2023-12-11,104.28
2023-12-12,85.79
2023-12-13,93.05
2023-12-14,98.87
2023-12-15,87.93
2023-12-16,87.14
2023-12-17,81.53
2023-12-18,99.85
2023-12-19,92.7
2023-12-20,99.57
2023-12-21,100.8
2023-12-22,96.57
2023-12-23,80.54
2023-12-24,80.69
2023-12-25,91.0
2023-12-26,94.56
2023-12-27,94.52
2023-12-28,97.19
2023-12-29,100.27
2023-12-30,73.98
2023-12-31,78.66
2024-01-01,102.71
2024-01-02,91.6
2024-01-03,91.24
2024-01-04,96.39
2024-01-05,99.64
2024-01-06,79.52
2024-01-07,86.16
2024-01-08,99.86
2024-01-09,99.85
2024-01-10,98.48
2024-01-11,107.42
2024-01-12,94.84
2024-01-13,69.93
2024-01-14,88.06
2024-01-15,93.85
2024-01-16,96.78
2024-01-17,102.9
2024-01-18,88.45
2024-01-19,90.33
2024-01-20,72.7
2024-01-21,76.87
2024-01-22,99.18
2024-01-23,99.74
2024-01-24,98.65
2024-01-25,90.36
2024-01-26,86.03
2024-01-27,82.02
2024-01-28,79.56
2024-01-29,100.39
2024-01-30,101.79
2024-01-31,99.15
2024-02-01,102.45
2024-02-02,100.0
2024-02-03,85.7
2024-02-04,79.73
2024-02-05,98.57
2024-02-06,100.67
2024-02-07,104.01
2024-02-08,98.16
2024-02-09,102.97
2024-02-10,83.27
2024-02-11,84.25
2024-02-12,105.23
2024-02-13,91.36
2024-02-14,95.1
2024-02-15,94.43
2024-02-16,90.43
2024-02-17,82.98
2024-02-18,90.38
2024-02-19,101.49
2024-02-20,104.18
2024-02-21,108.92
2024-02-22,110.39
2024-02-23,103.7
2024-02-24,95.11
2024-02-25,89.09
2024-02-26,100.75
2024-02-27,102.27
2024-02-28,98.14
2024-02-29,101.41
2024-03-01,104.38
2024-03-02,94.5
2024-03-03,99.41
2024-03-04,100.21
2024-03-05,109.41
2024-03-06,102.57
2024-03-07,110.48
2024-03-08,107.78
2024-03-09,83.62
2024-03-10,97.75
2024-03-11,106.43
2024-03-12,107.12
2024-03-13,104.79
2024-03-14,107.21
2024-03-15,112.97
2024-03-16,94.23
2024-03-17,97.17
2024-03-18,113.69
2024-03-19,118.84
2024-03-20,110.88
2024-03-21,105.56
2024-03-22,118.64
2024-03-23,96.01
2024-03-24,103.6
2024-03-25,116.3
2024-03-26,114.09
2024-03-27,116.85
2024-03-28,125.23
2024-03-29,126.22
2024-03-30,100.55
2024-03-31,101.36
2024-04-01,122.31
2024-04-02,113.06
2024-04-03,119.32
2024-04-04,117.89
2024-04-05,119.95
2024-04-06,98.58
2024-04-07,95.16
2024-04-08,109.11
2024-04-09,114.24
2024-04-10,117.9
2024-04-11,119.09
2024-04-12,130.6
2024-04-13,110.8
2024-04-14,100.82
2024-04-15,123.72
2024-04-16,120.3
2024-04-17,121.27
2024-04-18,123.97
2024-04-19,126.49
2024-04-20,106.04
2024-04-21,113.4
2024-04-22,118.72
2024-04-23,124.8
2024-04-24,138.1
2024-04-25,126.56
2024-04-26,132.95
2024-04-27,110.57
2024-04-28,113.35
2024-04-29,126.49
2024-04-30,126.25
2024-05-01,123.52
2024-05-02,129.89
2024-05-03,123.8
2024-05-04,115.7
2024-05-05,118.11
2024-05-06,130.82
2024-05-07,127.86
2024-05-08,131.86
2024-05-09,128.34
2024-05-10,134.86
2024-05-11,105.31
2024-05-12,113.08
2024-05-13,121.09
2024-05-14,123.84
2024-05-15,138.41
2024-05-16,136.34
2024-05-17,128.53
2024-05-18,108.88
2024-05-19,101.83
2024-05-20,130.18
2024-05-21,145.25
2024-05-22,135.57
2024-05-23,130.84
2024-05-24,136.2
2024-05-25,110.3
2024-05-26,116.84
2024-05-27,135.05
2024-05-28,134.34
2024-05-29,138.93
2024-05-30,136.91
2024-05-31,138.73
2024-06-01,116.14
2024-06-02,124.27
2024-06-03,144.11
2024-06-04,131.29
2024-06-05,131.88
2024-06-06,143.17
2024-06-07,135.7
2024-06-08,127.84
2024-06-09,118.76
2024-06-10,144.4
2024-06-11,137.92
2024-06-12,138.69
2024-06-13,145.36
2024-06-14,135.85
2024-06-15,117.08
2024-06-16,119.66
2024-06-17,140.27
2024-06-18,130.28
2024-06-19,141.4
2024-06-20,135.61
2024-06-21,144.13
2024-06-22,110.5
2024-06-23,118.61
2024-06-24,130.18
2024-06-25,134.55
2024-06-26,139.98
2024-06-27,137.89
2024-06-28,137.57
2024-06-29,122.08
2024-06-30,123.93
2024-07-01,133.9
2024-07-02,142.49
2024-07-03,142.29
2024-07-04,140.91
2024-07-05,141.77
2024-07-06,124.47
2024-07-07,133.16
2024-07-08,138.53
2024-07-09,137.41
2024-07-10,135.16
2024-07-11,133.73
2024-07-12,132.64
2024-07-13,118.37
2024-07-14,122.41
2024-07-15,140.38
2024-07-16,138.91
2024-07-17,134.76
2024-07-18,143.02
2024-07-19,142.14
2024-07-20,121.56
2024-07-21,119.0
2024-07-22,140.92
2024-07-23,139.01
2024-07-24,130.73
2024-07-25,137.52
2024-07-26,139.05
2024-07-27,117.12
2024-07-28,122.44
2024-07-29,130.09
2024-07-30,143.91
2024-07-31,143.32
2024-08-01,135.67
2024-08-02,138.6
2024-08-03,108.57
2024-08-04,114.68
2024-08-05,134.82
2024-08-06,130.76
2024-08-07,139.51
2024-08-08,145.74
2024-08-09,129.69
2024-08-10,115.19
2024-08-11,120.36
2024-08-12,143.04
2024-08-13,128.66
2024-08-14,135.81
2024-08-15,143.46
2024-08-16,125.87
2024-08-17,111.5
2024-08-18,115.56
2024-08-19,130.85
2024-08-20,137.28
2024-08-21,134.18
2024-08-22,123.86
2024-08-23,135.06
2024-08-24,113.35
2024-08-25,122.35
2024-08-26,128.58
2024-08-27,128.28
2024-08-28,133.9
2024-08-29,134.74
2024-08-30,132.9
2024-08-31,105.95
2024-09-01,116.8
2024-09-02,124.65
2024-09-03,130.72
2024-09-04,122.14
2024-09-05,131.2
2024-09-06,124.64
2024-09-07,105.97
2024-09-08,115.66
2024-09-09,129.0
2024-09-10,124.42
2024-09-11,134.44
2024-09-12,124.68
2024-09-13,126.74
2024-09-14,111.61
2024-09-15,106.86
2024-09-16,128.0
2024-09-17,122.67
2024-09-18,122.96
2024-09-19,131.52
2024-09-20,119.18
2024-09-21,96.0
2024-09-22,115.8
2024-09-23,136.17
2024-09-24,121.08
2024-09-25,113.1
2024-09-26,120.91
2024-09-27,120.71
2024-09-28,104.87
2024-09-29,99.93
2024-09-30,124.07
2024-10-01,123.47
2024-10-02,113.05
2024-10-03,123.69
2024-10-04,130.14
2024-10-05,104.41
2024-10-06,101.54
2024-10-07,118.19
2024-10-08,121.66
2024-10-09,109.61
2024-10-10,118.76
2024-10-11,115.67
2024-10-12,110.54
2024-10-13,100.11
2024-10-14,125.01
2024-10-15,110.83
2024-10-16,118.98
2024-10-17,117.32
2024-10-18,111.07
2024-10-19,99.99
2024-10-20,104.86
2024-10-21,112.88
2024-10-22,105.73
2024-10-23,113.8
2024-10-24,109.08
2024-10-25,111.58
2024-10-26,96.59
2024-10-27,88.18
2024-10-28,104.34
2024-10-29,114.54
2024-10-30,109.23
2024-10-31,98.74
2024-11-01,115.21
2024-11-02,96.37
2024-11-03,91.17
2024-11-04,103.89
2024-11-05,114.39
2024-11-06,111.69
2024-11-07,121.6
2024-11-08,111.53
2024-11-09,95.12
2024-11-10,92.09
2024-11-11,112.77
2024-11-12,111.57
2024-11-13,114.46
2024-11-14,105.37
2024-11-15,105.57
2024-11-16,89.12
2024-11-17,95.25
2024-11-18,114.58
2024-11-19,104.58
2024-11-20,104.54
2024-11-21,108.03
2024-11-22,105.03
2024-11-23,94.83
2024-11-24,78.62
2024-11-25,101.56
2024-11-26,101.6
2024-11-27,93.74
2024-11-28,100.35
2024-11-29,100.43
2024-11-30,87.84
2024-12-01,94.26
2024-12-02,103.32
2024-12-03,99.24
2024-12-04,103.97
2024-12-05,109.37
2024-12-06,99.11
2024-12-07,83.32
2024-12-08,90.54
2024-12-09,102.53
2024-12-10,106.77
2024-12-11,103.36
2024-12-12,106.84
2024-12-13,98.07
2024-12-14,87.1
2024-12-15,86.03
2024-12-16,96.93
2024-12-17,95.12
2024-12-18,106.31
2024-12-19,101.07
2024-12-20,97.66
2024-12-21,86.24
2024-12-22,92.33
2024-12-23,91.25
2024-12-24,95.14
2024-12-25,97.99
2024-12-26,109.9
2024-12-27,103.99
2024-12-28,90.41
2024-12-29,80.88
2024-12-30,96.99
