timestamp,energy_consumption
2024-01-08 22:00:00,76.21
2024-01-08 23:00:00,73.9
2024-01-09 00:00:00,76.37
2024-01-09 01:00:00,71.09
2024-01-09 02:00:00,69.91
2024-01-09 03:00:00,76.02
2024-01-09 04:00:00,67.37
2024-01-09 05:00:00,71.53
2024-01-09 06:00:00,73.13
2024-01-09 07:00:00,80.4
2024-01-09 08:00:00,87.02
2024-01-09 09:00:00,95.28
2024-01-09 10:00:00,102.99
2024-01-09 11:00:00,107.2
2024-01-09 12:00:00,101.19
2024-01-09 13:00:00,98.97
2024-01-09 14:00:00,86.82
2024-01-09 15:00:00,85.17
2024-01-09 16:00:00,83.87
2024-01-09 17:00:00,79.61
2024-01-09 18:00:00,74.97
2024-01-09 19:00:00,77.49
2024-01-09 20:00:00,77.02
2024-01-09 21:00:00,81.38
2024-01-09 22:00:00,78.76
2024-01-09 23:00:00,76.06
2024-01-10 00:00:00,77.35
2024-01-10 01:00:00,61.77
2024-01-10 02:00:00,72.23
2024-01-10 03:00:00,54.02
2024-01-10 04:00:00,61.28
2024-01-10 05:00:00,71.81
2024-01-10 06:00:00,76.09
2024-01-10 07:00:00,75.57
2024-01-10 08:00:00,84.27
2024-01-10 09:00:00,99.09
2024-01-10 10:00:00,96.51
2024-01-10 11:00:00,109.7
2024-01-10 12:00:00,100.06
2024-01-10 13:00:00,98.37
2024-01-10 14:00:00,98.01
2024-01-10 15:00:00,86.16
2024-01-10 16:00:00,76.22
2024-01-10 17:00:00,75.83
2024-01-10 18:00:00,74.1
2024-01-10 19:00:00,68.61
2024-01-10 20:00:00,74.16
2024-01-10 21:00:00,73.73
2024-01-10 22:00:00,81.42
2024-01-10 23:00:00,77.74
2024-01-11 00:00:00,75.0
2024-01-11 01:00:00,73.19
2024-01-11 02:00:00,71.71
2024-01-11 03:00:00,71.2
2024-01-11 04:00:00,64.29
2024-01-11 05:00:00,65.95
2024-01-11 06:00:00,78.72
2024-01-11 07:00:00,78.69
2024-01-11 08:00:00,81.57
2024-01-11 09:00:00,95.51
2024-01-11 10:00:00,100.42
2024-01-11 11:00:00,94.72
2024-01-11 12:00:00,101.11
2024-01-11 13:00:00,99.8
2024-01-11 14:00:00,93.16
2024-01-11 15:00:00,88.29
2024-01-11 16:00:00,74.73
2024-01-11 17:00:00,77.71
2024-01-11 18:00:00,73.15
2024-01-11 19:00:00,72.26
2024-01-11 20:00:00,78.78
2024-01-11 21:00:00,82.74
2024-01-11 22:00:00,85.02
2024-01-11 23:00:00,82.98
2024-01-12 00:00:00,75.81
2024-01-12 01:00:00,75.14
2024-01-12 02:00:00,74.0
2024-01-12 03:00:00,69.33
2024-01-12 04:00:00,68.93
2024-01-12 05:00:00,73.53
2024-01-12 06:00:00,74.18
2024-01-12 07:00:00,77.54
2024-01-12 08:00:00,85.7
2024-01-12 09:00:00,96.39
2024-01-12 10:00:00,98.7
2024-01-12 11:00:00,102.33
2024-01-12 12:00:00,102.99
2024-01-12 13:00:00,95.48
2024-01-12 14:00:00,94.81
2024-01-12 15:00:00,87.4
2024-01-12 16:00:00,75.53
2024-01-12 17:00:00,82.28
2024-01-12 18:00:00,72.48
2024-01-12 19:00:00,67.69
2024-01-12 20:00:00,71.24
2024-01-12 21:00:00,72.86
2024-01-12 22:00:00,78.17
2024-01-12 23:00:00,76.75
2024-01-13 00:00:00,65.02
2024-01-13 01:00:00,66.33
2024-01-13 02:00:00,62.42
2024-01-13 03:00:00,60.23
2024-01-13 04:00:00,60.17
2024-01-13 05:00:00,62.82
2024-01-13 06:00:00,56.11
2024-01-13 07:00:00,69.12
2024-01-13 08:00:00,68.76
2024-01-13 09:00:00,84.11
2024-01-13 10:00:00,88.79
2024-01-13 11:00:00,95.27
2024-01-13 12:00:00,95.18
2024-01-13 13:00:00,87.91
2024-01-13 14:00:00,79.9
2024-01-13 15:00:00,77.94
2024-01-13 16:00:00,68.48
2024-01-13 17:00:00,66.63
2024-01-13 18:00:00,68.55
2024-01-13 19:00:00,62.2
2024-01-13 20:00:00,68.76
2024-01-13 21:00:00,69.77
2024-01-13 22:00:00,64.27
2024-01-13 23:00:00,71.86
2024-01-14 00:00:00,69.28
2024-01-14 01:00:00,64.38
2024-01-14 02:00:00,58.13
2024-01-14 03:00:00,55.65
2024-01-14 04:00:00,56.5
2024-01-14 05:00:00,62.65
2024-01-14 06:00:00,60.84
2024-01-14 07:00:00,72.45
2024-01-14 08:00:00,72.63
2024-01-14 09:00:00,83.27
2024-01-14 10:00:00,89.37
2024-01-14 11:00:00,100.99
2024-01-14 12:00:00,85.04
2024-01-14 13:00:00,93.1
2024-01-14 14:00:00,82.62
2024-01-14 15:00:00,77.76
2024-01-14 16:00:00,71.19
2024-01-14 17:00:00,68.53
2024-01-14 18:00:00,64.11
2024-01-14 19:00:00,70.37
2024-01-14 20:00:00,63.83
2024-01-14 21:00:00,71.71
2024-01-14 22:00:00,65.63
2024-01-14 23:00:00,67.84
2024-01-15 00:00:00,72.32
2024-01-15 01:00:00,75.91
2024-01-15 02:00:00,77.08
2024-01-15 03:00:00,68.9
2024-01-15 04:00:00,67.98
2024-01-15 05:00:00,66.14
2024-01-15 06:00:00,73.86
2024-01-15 07:00:00,74.45
2024-01-15 08:00:00,84.07
2024-01-15 09:00:00,95.12
2024-01-15 10:00:00,104.33
2024-01-15 11:00:00,112.56
2024-01-15 12:00:00,98.32
2024-01-15 13:00:00,103.08
2024-01-15 14:00:00,93.12
2024-01-15 15:00:00,85.64
2024-01-15 16:00:00,82.56
2024-01-15 17:00:00,77.12
2024-01-15 18:00:00,75.28
2024-01-15 19:00:00,73.04
2024-01-15 20:00:00,70.19
2024-01-15 21:00:00,71.13
2024-01-15 22:00:00,80.94
2024-01-15 23:00:00,77.1
2024-01-16 00:00:00,74.34
2024-01-16 01:00:00,74.25
2024-01-16 02:00:00,74.6
2024-01-16 03:00:00,70.05
2024-01-16 04:00:00,66.27
2024-01-16 05:00:00,75.62
2024-01-16 06:00:00,81.22
2024-01-16 07:00:00,82.92
2024-01-16 08:00:00,91.73
2024-01-16 09:00:00,99.3
2024-01-16 10:00:00,103.69
2024-01-16 11:00:00,103.9
2024-01-16 12:00:00,103.18
2024-01-16 13:00:00,99.53
2024-01-16 14:00:00,87.87
2024-01-16 15:00:00,89.16
2024-01-16 16:00:00,75.53
2024-01-16 17:00:00,73.81
2024-01-16 18:00:00,80.18
2024-01-16 19:00:00,78.15
2024-01-16 20:00:00,81.85
2024-01-16 21:00:00,76.33
2024-01-16 22:00:00,73.84
2024-01-16 23:00:00,77.36
2024-01-17 00:00:00,77.26
2024-01-17 01:00:00,74.65
2024-01-17 02:00:00,76.07
2024-01-17 03:00:00,68.0
2024-01-17 04:00:00,70.42
2024-01-17 05:00:00,66.88
2024-01-17 06:00:00,76.82
2024-01-17 07:00:00,81.07
2024-01-17 08:00:00,84.96
2024-01-17 09:00:00,93.51
2024-01-17 10:00:00,98.55
2024-01-17 11:00:00,100.49
2024-01-17 12:00:00,107.99
2024-01-17 13:00:00,97.18
2024-01-17 14:00:00,91.41
2024-01-17 15:00:00,78.09
2024-01-17 16:00:00,77.49
2024-01-17 17:00:00,76.06
2024-01-17 18:00:00,72.34
2024-01-17 19:00:00,80.44
2024-01-17 20:00:00,75.36
2024-01-17 21:00:00,82.69
2024-01-17 22:00:00,78.81
2024-01-17 23:00:00,78.59
2024-01-18 00:00:00,76.61
2024-01-18 01:00:00,74.47
2024-01-18 02:00:00,78.53
2024-01-18 03:00:00,60.29
2024-01-18 04:00:00,61.13
2024-01-18 05:00:00,68.79
2024-01-18 06:00:00,75.2
2024-01-18 07:00:00,83.94
2024-01-18 08:00:00,89.97
2024-01-18 09:00:00,93.03
2024-01-18 10:00:00,103.49
2024-01-18 11:00:00,105.81
2024-01-18 12:00:00,101.76
2024-01-18 13:00:00,101.55
2024-01-18 14:00:00,93.59
2024-01-18 15:00:00,84.35
2024-01-18 16:00:00,83.98
2024-01-18 17:00:00,77.67
2024-01-18 18:00:00,75.21
2024-01-18 19:00:00,80.92
2024-01-18 20:00:00,66.34
2024-01-18 21:00:00,71.99
2024-01-18 22:00:00,73.94
2024-01-18 23:00:00,77.11
2024-01-19 00:00:00,76.07
2024-01-19 01:00:00,68.54
2024-01-19 02:00:00,67.84
2024-01-19 03:00:00,66.25
2024-01-19 04:00:00,79.08
2024-01-19 05:00:00,78.29
2024-01-19 06:00:00,73.61
2024-01-19 07:00:00,79.85
2024-01-19 08:00:00,83.6
2024-01-19 09:00:00,87.06
2024-01-19 10:00:00,99.06
2024-01-19 11:00:00,97.81
2024-01-19 12:00:00,100.81
2024-01-19 13:00:00,91.42
2024-01-19 14:00:00,89.57
2024-01-19 15:00:00,87.31
2024-01-19 16:00:00,82.78
2024-01-19 17:00:00,79.02
2024-01-19 18:00:00,70.04
2024-01-19 19:00:00,78.57
2024-01-19 20:00:00,73.06
2024-01-19 21:00:00,80.31
2024-01-19 22:00:00,78.76
2024-01-19 23:00:00,73.18
2024-01-20 00:00:00,65.94
2024-01-20 01:00:00,66.16
2024-01-20 02:00:00,64.35
2024-01-20 03:00:00,59.25
2024-01-20 04:00:00,65.5
2024-01-20 05:00:00,65.23
2024-01-20 06:00:00,64.36
2024-01-20 07:00:00,74.42
2024-01-20 08:00:00,86.06
2024-01-20 09:00:00,92.65
2024-01-20 10:00:00,84.74
2024-01-20 11:00:00,88.22
2024-01-20 12:00:00,97.21
2024-01-20 13:00:00,83.7
2024-01-20 14:00:00,77.45
2024-01-20 15:00:00,74.9
2024-01-20 16:00:00,73.11
2024-01-20 17:00:00,67.06
2024-01-20 18:00:00,62.84
2024-01-20 19:00:00,62.57
2024-01-20 20:00:00,63.53
2024-01-20 21:00:00,64.38
2024-01-20 22:00:00,78.05
2024-01-20 23:00:00,69.99
2024-01-21 00:00:00,70.88
2024-01-21 01:00:00,62.86
2024-01-21 02:00:00,61.27
2024-01-21 03:00:00,57.08
2024-01-21 04:00:00,48.88
2024-01-21 05:00:00,55.81
2024-01-21 06:00:00,58.26
2024-01-21 07:00:00,62.54
2024-01-21 08:00:00,73.66
2024-01-21 09:00:00,90.23
2024-01-21 10:00:00,89.59
2024-01-21 11:00:00,97.21
2024-01-21 12:00:00,93.03
2024-01-21 13:00:00,91.19
2024-01-21 14:00:00,79.26
2024-01-21 15:00:00,79.06
2024-01-21 16:00:00,74.47
2024-01-21 17:00:00,65.28
2024-01-21 18:00:00,67.8
2024-01-21 19:00:00,67.65
2024-01-21 20:00:00,64.3
2024-01-21 21:00:00,63.53
2024-01-21 22:00:00,64.31
2024-01-21 23:00:00,69.27
2024-01-22 00:00:00,78.76
2024-01-22 01:00:00,71.76
2024-01-22 02:00:00,72.24
2024-01-22 03:00:00,72.33
2024-01-22 04:00:00,72.08
2024-01-22 05:00:00,77.65
2024-01-22 06:00:00,80.73
2024-01-22 07:00:00,77.66
2024-01-22 08:00:00,95.29
2024-01-22 09:00:00,92.93
2024-01-22 10:00:00,104.07
2024-01-22 11:00:00,102.44
2024-01-22 12:00:00,99.86
2024-01-22 13:00:00,90.95
2024-01-22 14:00:00,92.3
2024-01-22 15:00:00,80.84
2024-01-22 16:00:00,85.54
2024-01-22 17:00:00,83.78
2024-01-22 18:00:00,72.49
2024-01-22 19:00:00,76.72
2024-01-22 20:00:00,73.72
2024-01-22 21:00:00,75.63
2024-01-22 22:00:00,82.26
2024-01-22 23:00:00,78.89
2024-01-23 00:00:00,84.53
2024-01-23 01:00:00,73.12
2024-01-23 02:00:00,76.26
2024-01-23 03:00:00,70.56
2024-01-23 04:00:00,72.91
2024-01-23 05:00:00,69.77
2024-01-23 06:00:00,75.54
2024-01-23 07:00:00,81.32
2024-01-23 08:00:00,85.34
2024-01-23 09:00:00,97.82
2024-01-23 10:00:00,102.61
2024-01-23 11:00:00,104.66
2024-01-23 12:00:00,107.78
2024-01-23 13:00:00,104.09
2024-01-23 14:00:00,91.6
2024-01-23 15:00:00,88.69
2024-01-23 16:00:00,79.3
2024-01-23 17:00:00,77.92
2024-01-23 18:00:00,73.4
2024-01-23 19:00:00,82.11
2024-01-23 20:00:00,78.19
2024-01-23 21:00:00,77.39
2024-01-23 22:00:00,84.06
2024-01-23 23:00:00,70.48
2024-01-24 00:00:00,69.63
2024-01-24 01:00:00,78.36
2024-01-24 02:00:00,72.62
2024-01-24 03:00:00,71.29
2024-01-24 04:00:00,64.55
2024-01-24 05:00:00,71.59
2024-01-24 06:00:00,83.88
2024-01-24 07:00:00,85.2
2024-01-24 08:00:00,89.48
2024-01-24 09:00:00,93.53
2024-01-24 10:00:00,98.55
2024-01-24 11:00:00,93.89
2024-01-24 12:00:00,102.78
2024-01-24 13:00:00,101.8
2024-01-24 14:00:00,86.92
2024-01-24 15:00:00,84.67
2024-01-24 16:00:00,77.28
2024-01-24 17:00:00,74.09
2024-01-24 18:00:00,76.14
2024-01-24 19:00:00,67.41
2024-01-24 20:00:00,79.32
2024-01-24 21:00:00,81.4
2024-01-24 22:00:00,78.4
2024-01-24 23:00:00,69.36
2024-01-25 00:00:00,73.82
2024-01-25 01:00:00,80.23
2024-01-25 02:00:00,61.39
2024-01-25 03:00:00,69.02
2024-01-25 04:00:00,65.25
2024-01-25 05:00:00,75.02
2024-01-25 06:00:00,73.28
2024-01-25 07:00:00,83.64
2024-01-25 08:00:00,91.18
2024-01-25 09:00:00,102.76
2024-01-25 10:00:00,99.44
2024-01-25 11:00:00,104.03
2024-01-25 12:00:00,95.93
2024-01-25 13:00:00,103.3
2024-01-25 14:00:00,90.3
2024-01-25 15:00:00,85.2
2024-01-25 16:00:00,81.94
2024-01-25 17:00:00,71.82
2024-01-25 18:00:00,76.96
2024-01-25 19:00:00,79.74
2024-01-25 20:00:00,78.15
2024-01-25 21:00:00,72.14
2024-01-25 22:00:00,79.03
2024-01-25 23:00:00,82.37
2024-01-26 00:00:00,70.42
2024-01-26 01:00:00,71.11
2024-01-26 02:00:00,76.12
2024-01-26 03:00:00,71.61
2024-01-26 04:00:00,71.74
2024-01-26 05:00:00,79.36
2024-01-26 06:00:00,77.98
2024-01-26 07:00:00,84.77
2024-01-26 08:00:00,99.88
2024-01-26 09:00:00,94.68
2024-01-26 10:00:00,97.18
2024-01-26 11:00:00,104.36
2024-01-26 12:00:00,103.74
2024-01-26 13:00:00,96.55
2024-01-26 14:00:00,89.33
2024-01-26 15:00:00,96.8
2024-01-26 16:00:00,83.46
2024-01-26 17:00:00,75.26
2024-01-26 18:00:00,79.83
2024-01-26 19:00:00,75.55
2024-01-26 20:00:00,76.09
2024-01-26 21:00:00,80.87
2024-01-26 22:00:00,74.48
2024-01-26 23:00:00,80.93
2024-01-27 00:00:00,75.7
2024-01-27 01:00:00,67.4
2024-01-27 02:00:00,61.23
2024-01-27 03:00:00,58.62
2024-01-27 04:00:00,58.57
2024-01-27 05:00:00,61.02
2024-01-27 06:00:00,64.71
2024-01-27 07:00:00,75.93
2024-01-27 08:00:00,72.23
2024-01-27 09:00:00,89.1
2024-01-27 10:00:00,88.97
2024-01-27 11:00:00,94.27
2024-01-27 12:00:00,87.6
2024-01-27 13:00:00,94.09
2024-01-27 14:00:00,88.56
2024-01-27 15:00:00,81.52
2024-01-27 16:00:00,66.21
2024-01-27 17:00:00,71.63
2024-01-27 18:00:00,67.9
2024-01-27 19:00:00,59.69
2024-01-27 20:00:00,67.12
2024-01-27 21:00:00,70.2
2024-01-27 22:00:00,71.99
2024-01-27 23:00:00,70.35
2024-01-28 00:00:00,69.33
2024-01-28 01:00:00,71.55
2024-01-28 02:00:00,67.76
2024-01-28 03:00:00,49.3
2024-01-28 04:00:00,59.06
2024-01-28 05:00:00,61.5
2024-01-28 06:00:00,59.33
2024-01-28 07:00:00,72.76
2024-01-28 08:00:00,84.28
2024-01-28 09:00:00,81.42
2024-01-28 10:00:00,91.96
2024-01-28 11:00:00,89.22
2024-01-28 12:00:00,89.54
2024-01-28 13:00:00,94.81
2024-01-28 14:00:00,81.53
2024-01-28 15:00:00,79.65
2024-01-28 16:00:00,64.91
2024-01-28 17:00:00,75.88
2024-01-28 18:00:00,68.81
2024-01-28 19:00:00,65.5
2024-01-28 20:00:00,69.64
2024-01-28 21:00:00,63.22
2024-01-28 22:00:00,74.62
2024-01-28 23:00:00,68.47
2024-01-29 00:00:00,77.47
2024-01-29 01:00:00,73.81
2024-01-29 02:00:00,70.66
2024-01-29 03:00:00,73.67
2024-01-29 04:00:00,71.48
2024-01-29 05:00:00,74.89
2024-01-29 06:00:00,76.43
2024-01-29 07:00:00,84.55
2024-01-29 08:00:00,87.72
2024-01-29 09:00:00,104.81
2024-01-29 10:00:00,94.46
2024-01-29 11:00:00,108.05
2024-01-29 12:00:00,107.82
2024-01-29 13:00:00,95.61
2024-01-29 14:00:00,102.74
2024-01-29 15:00:00,91.9
2024-01-29 16:00:00,86.4
2024-01-29 17:00:00,78.66
2024-01-29 18:00:00,75.65
2024-01-29 19:00:00,75.51
2024-01-29 20:00:00,79.02
2024-01-29 21:00:00,84.58
2024-01-29 22:00:00,80.73
2024-01-29 23:00:00,76.24
2024-01-30 00:00:00,81.71
2024-01-30 01:00:00,79.58
2024-01-30 02:00:00,75.72
2024-01-30 03:00:00,73.99
2024-01-30 04:00:00,69.49
2024-01-30 05:00:00,68.68
2024-01-30 06:00:00,73.11
2024-01-30 07:00:00,76.08
2024-01-30 08:00:00,90.47
2024-01-30 09:00:00,95.68
2024-01-30 10:00:00,99.09
2024-01-30 11:00:00,91.3
2024-01-30 12:00:00,97.48
2024-01-30 13:00:00,103.62
2024-01-30 14:00:00,91.28
2024-01-30 15:00:00,89.48
2024-01-30 16:00:00,77.07
2024-01-30 17:00:00,84.43
2024-01-30 18:00:00,76.07
2024-01-30 19:00:00,77.63
2024-01-30 20:00:00,86.88
2024-01-30 21:00:00,85.17
2024-01-30 22:00:00,78.9
2024-01-30 23:00:00,77.63
2024-01-31 00:00:00,77.23
2024-01-31 01:00:00,78.05
2024-01-31 02:00:00,72.8
2024-01-31 03:00:00,69.55
2024-01-31 04:00:00,76.56
2024-01-31 05:00:00,72.06
2024-01-31 06:00:00,85.9
2024-01-31 07:00:00,83.1
2024-01-31 08:00:00,96.78
2024-01-31 09:00:00,97.56
2024-01-31 10:00:00,104.82
2024-01-31 11:00:00,100.35
2024-01-31 12:00:00,99.17
2024-01-31 13:00:00,101.09
2024-01-31 14:00:00,98.02
2024-01-31 15:00:00,88.32
2024-01-31 16:00:00,77.61
2024-01-31 17:00:00,73.35
2024-01-31 18:00:00,71.05
2024-01-31 19:00:00,69.52
2024-01-31 20:00:00,78.14
2024-01-31 21:00:00,83.72
2024-01-31 22:00:00,80.19
2024-01-31 23:00:00,71.08
2024-02-01 00:00:00,77.89
2024-02-01 01:00:00,75.48
2024-02-01 02:00:00,81.72
2024-02-01 03:00:00,65.42
2024-02-01 04:00:00,69.25
2024-02-01 05:00:00,79.46
2024-02-01 06:00:00,78.62
2024-02-01 07:00:00,85.11
2024-02-01 08:00:00,90.22
2024-02-01 09:00:00,97.57
2024-02-01 10:00:00,104.2
2024-02-01 11:00:00,100.13
2024-02-01 12:00:00,106.22
2024-02-01 13:00:00,93.88
2024-02-01 14:00:00,95.5
2024-02-01 15:00:00,89.0
2024-02-01 16:00:00,80.41
2024-02-01 17:00:00,78.82
2024-02-01 18:00:00,74.39
2024-02-01 19:00:00,72.42
2024-02-01 20:00:00,76.41
2024-02-01 21:00:00,74.92
2024-02-01 22:00:00,81.66
2024-02-01 23:00:00,75.64
2024-02-02 00:00:00,81.62
2024-02-02 01:00:00,71.53
2024-02-02 02:00:00,71.19
2024-02-02 03:00:00,68.87
2024-02-02 04:00:00,76.23
2024-02-02 05:00:00,74.08
2024-02-02 06:00:00,76.09
2024-02-02 07:00:00,84.98
2024-02-02 08:00:00,81.45
2024-02-02 09:00:00,96.2
2024-02-02 10:00:00,109.2
2024-02-02 11:00:00,104.02
2024-02-02 12:00:00,103.1
2024-02-02 13:00:00,101.69
2024-02-02 14:00:00,97.88
2024-02-02 15:00:00,80.41
2024-02-02 16:00:00,76.26
2024-02-02 17:00:00,79.87
2024-02-02 18:00:00,74.14
2024-02-02 19:00:00,82.08
2024-02-02 20:00:00,76.68
2024-02-02 21:00:00,71.72
2024-02-02 22:00:00,75.41
2024-02-02 23:00:00,69.37
2024-02-03 00:00:00,67.95
2024-02-03 01:00:00,65.62
2024-02-03 02:00:00,61.88
2024-02-03 03:00:00,65.81
2024-02-03 04:00:00,65.85
2024-02-03 05:00:00,62.2
2024-02-03 06:00:00,58.52
2024-02-03 07:00:00,75.57
2024-02-03 08:00:00,82.22
2024-02-03 09:00:00,87.73
2024-02-03 10:00:00,95.26
2024-02-03 11:00:00,88.95
2024-02-03 12:00:00,100.98
2024-02-03 13:00:00,85.78
2024-02-03 14:00:00,87.42
2024-02-03 15:00:00,71.77
2024-02-03 16:00:00,69.39
2024-02-03 17:00:00,75.22
2024-02-03 18:00:00,66.08
2024-02-03 19:00:00,70.31
2024-02-03 20:00:00,69.01
2024-02-03 21:00:00,69.16
2024-02-03 22:00:00,76.06
2024-02-03 23:00:00,69.54
2024-02-04 00:00:00,61.89
2024-02-04 01:00:00,63.28
2024-02-04 02:00:00,65.9
2024-02-04 03:00:00,63.19
2024-02-04 04:00:00,54.9
2024-02-04 05:00:00,60.1
